Unnamed: 0,ID,GENDER,CAR,REALITY,NO_OF_CHILD,FAMILY_TYPE,HOUSE_TYPE,FLAG_MOBIL,WORK_PHONE,PHONE,E_MAIL,FAMILY SIZE,BEGIN_MONTH,AGE,YEARS_EMPLOYED,TARGET,INCOME,INCOME_TYPE,User,EDUCATION_TYPE
10987,5066458,F,Y,Y,0,Separated,House / apartment,1,0,0,0,1.0,47,44,4.0,0,135000.0,Working,5066458,Secondary / secondary special
10988,5066463,F,Y,Y,0,Separated,House / apartment,1,0,0,0,1.0,3,44,4.0,0,135000.0,Working,5066463,Secondary / secondary special
10989,5066464,F,Y,Y,0,Separated,House / apartment,1,0,0,0,1.0,52,44,4.0,0,135000.0,Working,5066464,Secondary / secondary special
10990,5066465,F,Y,Y,0,Separated,House / apartment,1,0,0,0,1.0,9,44,4.0,0,135000.0,Working,5066465,Secondary / secondary special
10991,5066466,F,Y,Y,0,Separated,House / apartment,1,0,0,0,1.0,21,44,4.0,0,135000.0,Working,5066466,Secondary / secondary special
10992,5066467,F,Y,Y,0,Separated,House / apartment,1,0,0,0,1.0,26,44,4.0,0,135000.0,Working,5066467,Secondary / secondary special
10993,5066481,F,N,Y,0,Married,With parents,1,0,0,0,2.0,6,26,8.0,0,180000.0,Commercial associate,5066481,Higher education
10994,5066482,F,N,Y,0,Married,With parents,1,0,0,0,2.0,14,26,8.0,0,180000.0,Commercial associate,5066482,Higher education
10995,5066483,F,N,Y,0,Married,With parents,1,0,0,0,2.0,34,26,8.0,0,180000.0,Commercial associate,5066483,Higher education
10996,5066484,F,Y,Y,1,Married,House / apartment,1,0,0,1,3.0,23,37,11.0,0,166500.0,Working,5066484,Secondary / secondary special
10997,5066486,F,Y,Y,1,Married,House / apartment,1,0,0,1,3.0,29,37,11.0,0,166500.0,Working,5066486,Secondary / secondary special
10998,5066487,F,Y,Y,1,Married,House / apartment,1,0,0,1,3.0,33,37,11.0,0,166500.0,Working,5066487,Secondary / secondary special
10999,5066488,F,Y,Y,1,Married,House / apartment,1,0,0,1,3.0,37,37,11.0,0,166500.0,Working,5066488,Secondary / secondary special
11000,5066495,F,N,N,1,Civil marriage,With parents,1,0,1,1,3.0,46,33,15.0,0,112500.0,Working,5066495,Higher education
11001,5066496,F,N,N,1,Civil marriage,With parents,1,0,1,1,3.0,39,33,15.0,0,112500.0,Working,5066496,Higher education
11002,5066497,F,N,N,1,Civil marriage,With parents,1,0,1,1,3.0,10,33,15.0,0,112500.0,Working,5066497,Higher education
11003,5066498,F,N,N,1,Civil marriage,With parents,1,0,1,1,3.0,51,33,15.0,0,112500.0,Working,5066498,Higher education
11004,5066499,F,N,N,1,Civil marriage,With parents,1,0,1,1,3.0,40,33,15.0,0,112500.0,Working,5066499,Higher education
11005,5066500,F,N,N,1,Civil marriage,With parents,1,0,1,1,3.0,46,33,15.0,0,112500.0,Working,5066500,Higher education
11006,5066506,F,N,Y,0,Single / not married,House / apartment,1,0,1,0,1.0,4,48,21.0,0,157500.0,Working,5066506,Secondary / secondary special
11007,5066507,F,N,Y,0,Single / not married,House / apartment,1,0,1,0,1.0,47,48,21.0,0,157500.0,Working,5066507,Secondary / secondary special
11008,5066508,F,N,Y,0,Single / not married,House / apartment,1,0,1,0,1.0,54,48,21.0,0,157500.0,Working,5066508,Secondary / secondary special
11009,5066509,F,N,Y,0,Single / not married,House / apartment,1,0,1,0,1.0,40,48,21.0,0,157500.0,Working,5066509,Secondary / secondary special
11010,5066510,F,N,Y,0,Single / not married,House / apartment,1,0,1,0,1.0,48,48,21.0,0,157500.0,Working,5066510,Secondary / secondary special
11011,5066511,F,N,Y,0,Single / not married,House / apartment,1,0,1,0,1.0,4,48,21.0,0,157500.0,Working,5066511,Secondary / secondary special
11012,5066512,F,N,Y,0,Single / not married,House / apartment,1,0,1,0,1.0,14,48,21.0,0,157500.0,Working,5066512,Secondary / secondary special
11013,5066513,F,N,Y,0,Single / not married,House / apartment,1,0,1,0,1.0,33,48,21.0,0,157500.0,Working,5066513,Secondary / secondary special
11014,5066514,F,N,Y,0,Single / not married,House / apartment,1,0,1,0,1.0,33,48,21.0,0,157500.0,Working,5066514,Secondary / secondary special
11015,5066516,F,N,Y,1,Married,House / apartment,1,1,0,0,3.0,22,42,2.0,0,67500.0,Working,5066516,Secondary / secondary special
11016,5066517,F,N,Y,0,Married,House / apartment,1,1,1,0,2.0,37,55,30.0,0,144000.0,Working,5066517,Secondary / secondary special
11017,5066518,F,N,Y,0,Married,House / apartment,1,1,1,0,2.0,55,55,30.0,0,144000.0,Working,5066518,Secondary / secondary special
11018,5066519,F,N,Y,0,Married,House / apartment,1,1,1,0,2.0,55,55,30.0,0,144000.0,Working,5066519,Secondary / secondary special
11019,5066520,F,N,Y,0,Married,House / apartment,1,1,1,0,2.0,8,55,30.0,0,144000.0,Working,5066520,Secondary / secondary special
11020,5066521,F,N,Y,0,Married,House / apartment,1,1,1,0,2.0,30,55,30.0,0,144000.0,Working,5066521,Secondary / secondary special
11021,5066522,F,N,Y,0,Married,House / apartment,1,1,1,0,2.0,8,55,30.0,0,144000.0,Working,5066522,Secondary / secondary special
11022,5066523,F,N,Y,0,Married,House / apartment,1,1,1,0,2.0,23,55,30.0,0,144000.0,Working,5066523,Secondary / secondary special
11023,5066535,M,Y,Y,1,Married,Co-op apartment,1,0,0,0,3.0,37,42,3.0,0,900000.0,Working,5066535,Secondary / secondary special
11024,5066536,M,Y,Y,1,Married,Co-op apartment,1,0,0,0,3.0,37,42,3.0,0,900000.0,Working,5066536,Secondary / secondary special
11025,5066539,M,Y,Y,1,Married,Co-op apartment,1,0,0,0,3.0,4,42,3.0,0,900000.0,Working,5066539,Secondary / secondary special
11026,5066540,M,Y,Y,1,Married,Co-op apartment,1,0,0,0,3.0,18,42,3.0,0,900000.0,Working,5066540,Secondary / secondary special
11027,5066542,M,Y,Y,1,Married,Co-op apartment,1,0,0,0,3.0,13,42,3.0,0,900000.0,Working,5066542,Secondary / secondary special
11028,5066543,M,Y,Y,1,Married,Co-op apartment,1,0,0,0,3.0,29,42,3.0,0,900000.0,Working,5066543,Secondary / secondary special
11029,5066544,M,Y,Y,1,Married,Co-op apartment,1,0,0,0,3.0,15,42,3.0,0,900000.0,Working,5066544,Secondary / secondary special
11030,5066553,F,Y,N,1,Married,Municipal apartment,1,0,0,0,3.0,51,48,5.0,0,180000.0,State servant,5066553,Secondary / secondary special
11031,5066554,F,Y,N,1,Married,Municipal apartment,1,0,0,0,3.0,59,48,5.0,0,180000.0,State servant,5066554,Secondary / secondary special
11032,5066558,F,Y,N,1,Married,Municipal apartment,1,0,0,0,3.0,7,48,5.0,0,180000.0,State servant,5066558,Secondary / secondary special
11033,5066559,F,Y,N,1,Married,Municipal apartment,1,0,0,0,3.0,19,48,5.0,0,180000.0,State servant,5066559,Secondary / secondary special
11034,5066561,F,N,N,0,Married,With parents,1,1,0,1,2.0,14,23,1.0,0,180000.0,Commercial associate,5066561,Incomplete higher
11035,5066562,F,N,N,0,Married,With parents,1,1,0,1,2.0,17,23,1.0,0,180000.0,Commercial associate,5066562,Incomplete higher
11036,5066563,F,N,N,0,Married,With parents,1,1,0,1,2.0,2,23,1.0,0,180000.0,Commercial associate,5066563,Incomplete higher
11037,5066570,F,Y,Y,1,Single / not married,House / apartment,1,0,0,0,2.0,20,32,6.0,0,315000.0,Working,5066570,Incomplete higher
11038,5066571,F,Y,Y,1,Single / not married,House / apartment,1,0,0,0,2.0,18,32,6.0,0,315000.0,Working,5066571,Incomplete higher
11039,5066572,F,Y,Y,1,Single / not married,House / apartment,1,0,0,0,2.0,31,32,6.0,0,315000.0,Working,5066572,Incomplete higher
11040,5066574,F,Y,Y,1,Single / not married,House / apartment,1,0,0,0,2.0,18,32,6.0,0,315000.0,Working,5066574,Incomplete higher
11041,5066581,F,Y,Y,1,Single / not married,House / apartment,1,0,0,0,2.0,28,32,6.0,0,315000.0,Working,5066581,Incomplete higher
11042,5066582,F,Y,Y,1,Single / not married,House / apartment,1,0,0,0,2.0,19,32,6.0,0,315000.0,Working,5066582,Incomplete higher
11043,5066583,F,Y,Y,1,Single / not married,House / apartment,1,0,0,0,2.0,1,32,6.0,0,315000.0,Working,5066583,Incomplete higher
11044,5066586,F,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,7,34,6.0,0,76500.0,Working,5066586,Secondary / secondary special
11045,5066587,F,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,39,34,6.0,0,76500.0,Working,5066587,Secondary / secondary special
11046,5066588,F,Y,Y,0,Married,House / apartment,1,1,1,0,2.0,6,34,6.0,0,76500.0,Working,5066588,Secondary / secondary special
11047,5066589,F,N,N,1,Civil marriage,House / apartment,1,0,0,0,3.0,30,41,5.0,0,360000.0,Commercial associate,5066589,Higher education
11048,5066590,F,N,N,1,Civil marriage,House / apartment,1,0,0,0,3.0,29,41,5.0,0,360000.0,Commercial associate,5066590,Higher education
11049,5066591,F,N,N,1,Civil marriage,House / apartment,1,0,0,0,3.0,39,41,5.0,0,360000.0,Commercial associate,5066591,Higher education
11050,5066592,F,N,N,1,Civil marriage,House / apartment,1,0,0,0,3.0,29,41,5.0,0,360000.0,Commercial associate,5066592,Higher education
11051,5066595,F,N,N,1,Civil marriage,House / apartment,1,0,0,0,3.0,17,41,5.0,0,360000.0,Commercial associate,5066595,Higher education
11052,5066596,F,N,N,1,Civil marriage,House / apartment,1,0,0,0,3.0,17,41,5.0,0,360000.0,Commercial associate,5066596,Higher education
11053,5066597,F,N,N,1,Civil marriage,House / apartment,1,0,0,0,3.0,17,41,5.0,0,360000.0,Commercial associate,5066597,Higher education
11054,5066598,F,N,N,1,Civil marriage,House / apartment,1,0,0,0,3.0,38,41,5.0,0,360000.0,Commercial associate,5066598,Higher education
11055,5066601,F,N,N,1,Civil marriage,House / apartment,1,0,0,0,3.0,17,41,5.0,0,360000.0,Commercial associate,5066601,Higher education
11056,5066602,F,N,N,1,Civil marriage,House / apartment,1,0,0,0,3.0,11,41,5.0,0,360000.0,Commercial associate,5066602,Higher education
11057,5066610,M,N,Y,0,Married,House / apartment,1,0,0,1,2.0,22,51,4.0,0,247500.0,Working,5066610,Secondary / secondary special
11058,5066611,M,N,Y,0,Married,House / apartment,1,0,0,1,2.0,20,51,4.0,0,247500.0,Working,5066611,Secondary / secondary special
11059,5066612,M,N,Y,0,Married,House / apartment,1,0,0,1,2.0,9,51,4.0,0,247500.0,Working,5066612,Secondary / secondary special
11060,5066614,F,N,Y,0,Married,House / apartment,1,0,0,1,2.0,9,51,0.0,0,139500.0,Working,5066614,Secondary / secondary special
11061,5066615,F,N,Y,0,Married,House / apartment,1,0,0,1,2.0,49,51,0.0,0,139500.0,Working,5066615,Secondary / secondary special
11062,5066616,F,N,Y,0,Married,House / apartment,1,0,0,1,2.0,40,51,0.0,0,139500.0,Working,5066616,Secondary / secondary special
11063,5066617,F,N,Y,0,Married,House / apartment,1,0,0,1,2.0,11,51,0.0,0,139500.0,Working,5066617,Secondary / secondary special
11064,5066618,F,N,Y,0,Married,House / apartment,1,0,0,1,2.0,11,51,0.0,0,139500.0,Working,5066618,Secondary / secondary special
11065,5066619,F,N,Y,0,Married,House / apartment,1,0,0,1,2.0,31,51,0.0,0,139500.0,Working,5066619,Secondary / secondary special
11066,5066620,F,N,Y,0,Married,House / apartment,1,0,0,1,2.0,4,51,0.0,0,139500.0,Working,5066620,Secondary / secondary special
11067,5066621,F,N,Y,0,Married,House / apartment,1,0,0,1,2.0,28,51,0.0,0,139500.0,Working,5066621,Secondary / secondary special
11068,5066622,F,N,Y,0,Married,House / apartment,1,0,0,1,2.0,9,51,0.0,0,139500.0,Working,5066622,Secondary / secondary special
11069,5066646,F,N,N,4,Married,House / apartment,1,1,0,0,6.0,36,36,1.0,0,67500.0,Commercial associate,5066646,Secondary / secondary special
11070,5066668,F,N,Y,0,Separated,House / apartment,1,0,0,0,1.0,4,44,4.0,0,324000.0,Working,5066668,Secondary / secondary special
11071,5066670,F,N,Y,0,Separated,House / apartment,1,0,0,0,1.0,7,44,4.0,0,324000.0,Working,5066670,Secondary / secondary special
11072,5066671,F,N,Y,0,Separated,House / apartment,1,0,0,0,1.0,32,44,4.0,0,324000.0,Working,5066671,Secondary / secondary special
11073,5066672,F,N,Y,0,Separated,House / apartment,1,0,0,0,1.0,39,44,4.0,0,324000.0,Working,5066672,Secondary / secondary special
11074,5066673,F,N,Y,0,Separated,House / apartment,1,0,0,0,1.0,25,44,4.0,0,324000.0,Working,5066673,Secondary / secondary special
11075,5066674,F,N,Y,0,Separated,House / apartment,1,0,0,0,1.0,8,44,4.0,0,324000.0,Working,5066674,Secondary / secondary special
11076,5066689,F,N,Y,0,Civil marriage,House / apartment,1,0,1,1,2.0,17,35,1.0,0,180000.0,Commercial associate,5066689,Higher education
11077,5066690,F,N,Y,0,Civil marriage,House / apartment,1,0,1,1,2.0,28,35,1.0,0,180000.0,Commercial associate,5066690,Higher education
11078,5066691,F,N,Y,0,Civil marriage,House / apartment,1,0,1,1,2.0,30,35,1.0,0,180000.0,Commercial associate,5066691,Higher education
11079,5066692,F,N,Y,0,Civil marriage,House / apartment,1,0,1,1,2.0,12,35,1.0,0,180000.0,Commercial associate,5066692,Higher education
11080,5066693,F,N,Y,0,Civil marriage,House / apartment,1,0,1,1,2.0,6,35,1.0,0,180000.0,Commercial associate,5066693,Higher education
11081,5066694,F,N,Y,0,Civil marriage,House / apartment,1,0,1,1,2.0,23,35,1.0,0,180000.0,Commercial associate,5066694,Higher education
11082,5066696,F,N,Y,0,Married,House / apartment,1,1,0,0,2.0,7,41,2.0,0,180000.0,Commercial associate,5066696,Higher education
11083,5066697,F,N,Y,0,Married,House / apartment,1,1,0,0,2.0,10,41,2.0,0,180000.0,Commercial associate,5066697,Higher education
11084,5066698,F,N,Y,0,Married,House / apartment,1,1,0,0,2.0,8,41,2.0,0,180000.0,Commercial associate,5066698,Higher education
11085,5066705,M,Y,N,0,Single / not married,Office apartment,1,1,1,0,1.0,49,27,4.0,0,180000.0,Commercial associate,5066705,Secondary / secondary special
11086,5066706,M,Y,N,0,Single / not married,Office apartment,1,1,1,0,1.0,57,27,4.0,1,180000.0,Commercial associate,5066706,Secondary / secondary special
11087,5066707,M,Y,N,0,Single / not married,Office apartment,1,1,1,0,1.0,60,27,4.0,0,180000.0,Commercial associate,5066707,Secondary / secondary special
11088,5066719,M,Y,Y,0,Single / not married,Municipal apartment,1,1,1,0,1.0,48,36,3.0,0,360000.0,Working,5066719,Secondary / secondary special
11089,5066720,F,N,Y,0,Married,House / apartment,1,1,0,0,2.0,34,55,5.0,0,112500.0,Commercial associate,5066720,Secondary / secondary special
11090,5066721,M,Y,Y,0,Separated,With parents,1,1,0,0,1.0,12,46,3.0,0,108000.0,Working,5066721,Secondary / secondary special
11091,5066742,F,N,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,60,52,4.0,0,112500.0,Working,5066742,Secondary / secondary special
11092,5066745,F,N,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,24,52,4.0,0,112500.0,Working,5066745,Secondary / secondary special
11093,5066746,F,N,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,22,52,4.0,0,112500.0,Working,5066746,Secondary / secondary special
11094,5066759,F,Y,Y,0,Married,House / apartment,1,1,1,1,2.0,5,53,8.0,0,225000.0,Commercial associate,5066759,Higher education
11095,5066765,F,N,Y,1,Married,House / apartment,1,0,0,0,3.0,58,40,8.0,0,63000.0,Commercial associate,5066765,Secondary / secondary special
11096,5066766,F,N,Y,1,Married,House / apartment,1,0,0,0,3.0,34,40,8.0,0,63000.0,Commercial associate,5066766,Secondary / secondary special
11097,5066767,F,N,Y,1,Married,House / apartment,1,0,0,0,3.0,39,40,8.0,0,63000.0,Commercial associate,5066767,Secondary / secondary special
11098,5066768,F,N,Y,1,Married,House / apartment,1,0,0,0,3.0,13,40,8.0,0,63000.0,Commercial associate,5066768,Secondary / secondary special
11099,5066770,M,Y,Y,0,Married,House / apartment,1,1,0,0,2.0,44,27,6.0,0,225000.0,Commercial associate,5066770,Secondary / secondary special
11100,5066771,M,Y,Y,0,Married,House / apartment,1,1,0,0,2.0,60,27,6.0,0,225000.0,Commercial associate,5066771,Secondary / secondary special
11101,5066774,M,Y,Y,0,Married,House / apartment,1,1,0,0,2.0,52,27,6.0,0,225000.0,Commercial associate,5066774,Secondary / secondary special
11102,5066775,M,Y,Y,0,Married,House / apartment,1,1,0,0,2.0,44,27,6.0,0,225000.0,Commercial associate,5066775,Secondary / secondary special
11103,5066777,M,N,Y,0,Single / not married,House / apartment,1,1,0,0,1.0,53,42,3.0,0,180000.0,Working,5066777,Secondary / secondary special
11104,5066778,M,N,Y,0,Single / not married,House / apartment,1,1,0,0,1.0,21,42,3.0,0,180000.0,Working,5066778,Secondary / secondary special
11105,5066779,M,N,Y,0,Single / not married,House / apartment,1,1,0,0,1.0,16,42,3.0,0,180000.0,Working,5066779,Secondary / secondary special
11106,5066783,M,Y,N,1,Married,House / apartment,1,0,0,0,3.0,2,43,6.0,0,157500.0,Working,5066783,Secondary / secondary special
11107,5066784,M,Y,N,1,Married,House / apartment,1,0,0,0,3.0,41,43,6.0,0,157500.0,Working,5066784,Secondary / secondary special
11108,5066785,M,Y,N,1,Married,House / apartment,1,0,0,0,3.0,2,43,6.0,0,157500.0,Working,5066785,Secondary / secondary special
11109,5066790,M,Y,N,1,Married,House / apartment,1,0,0,0,3.0,8,43,6.0,0,157500.0,Working,5066790,Secondary / secondary special
11110,5066791,M,Y,N,1,Married,House / apartment,1,0,0,0,3.0,31,43,6.0,0,157500.0,Working,5066791,Secondary / secondary special
11111,5066799,F,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,10,45,1.0,0,144000.0,Commercial associate,5066799,Secondary / secondary special
11112,5066800,F,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,5,45,1.0,0,144000.0,Commercial associate,5066800,Secondary / secondary special
11113,5066801,F,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,13,45,1.0,0,144000.0,Commercial associate,5066801,Secondary / secondary special
11114,5066802,F,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,53,45,1.0,0,144000.0,Commercial associate,5066802,Secondary / secondary special
11115,5066803,F,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,2,45,1.0,0,144000.0,Commercial associate,5066803,Secondary / secondary special
11116,5066805,F,Y,Y,0,Married,House / apartment,1,0,0,0,2.0,5,45,1.0,0,144000.0,Commercial associate,5066805,Secondary / secondary special
11117,5066808,F,Y,N,1,Widow,House / apartment,1,0,0,1,2.0,55,45,11.0,0,360000.0,Working,5066808,Higher education
11118,5066809,F,Y,N,1,Widow,House / apartment,1,0,0,1,2.0,57,45,11.0,0,360000.0,Working,5066809,Higher education
11119,5066810,F,Y,N,1,Widow,House / apartment,1,0,0,1,2.0,52,45,11.0,0,360000.0,Working,5066810,Higher education
11120,5066811,F,Y,N,1,Widow,House / apartment,1,0,0,1,2.0,54,45,11.0,0,360000.0,Working,5066811,Higher education
11121,5066812,F,Y,N,1,Widow,House / apartment,1,0,0,1,2.0,51,45,11.0,0,360000.0,Working,5066812,Higher education
11122,5066814,F,Y,N,1,Widow,House / apartment,1,0,0,1,2.0,57,45,11.0,0,360000.0,Working,5066814,Higher education
11123,5066816,F,Y,N,1,Widow,House / apartment,1,0,0,1,2.0,14,45,11.0,0,360000.0,Working,5066816,Higher education
11124,5066817,F,Y,N,1,Widow,House / apartment,1,0,0,1,2.0,10,45,11.0,0,360000.0,Working,5066817,Higher education
11125,5066819,F,Y,N,1,Widow,House / apartment,1,0,0,1,2.0,5,45,11.0,0,360000.0,Working,5066819,Higher education
11126,5066820,F,Y,N,1,Widow,House / apartment,1,0,0,1,2.0,5,45,11.0,0,360000.0,Working,5066820,Higher education
11127,5066821,F,Y,N,1,Widow,House / apartment,1,0,0,1,2.0,16,45,11.0,0,360000.0,Working,5066821,Higher education
11128,5066822,F,Y,N,1,Widow,House / apartment,1,0,0,1,2.0,27,45,11.0,0,360000.0,Working,5066822,Higher education
11129,5066823,F,Y,N,1,Widow,House / apartment,1,0,0,1,2.0,32,45,11.0,0,360000.0,Working,5066823,Higher education
11130,5066824,F,Y,N,1,Widow,House / apartment,1,0,0,1,2.0,41,45,11.0,0,360000.0,Working,5066824,Higher education
11131,5066825,F,Y,N,1,Widow,House / apartment,1,0,0,1,2.0,39,45,11.0,0,360000.0,Working,5066825,Higher education
11132,5066826,F,Y,N,1,Widow,House / apartment,1,0,0,1,2.0,45,45,11.0,0,360000.0,Working,5066826,Higher education
11133,5066827,F,Y,N,1,Widow,House / apartment,1,0,0,1,2.0,47,45,11.0,0,360000.0,Working,5066827,Higher education
11134,5066836,F,N,Y,0,Married,House / apartment,1,0,0,0,2.0,12,48,5.0,0,382500.0,Working,5066836,Secondary / secondary special
11135,5066837,F,N,Y,0,Married,House / apartment,1,0,0,0,2.0,6,48,5.0,0,382500.0,Working,5066837,Secondary / secondary special
11136,5066838,F,N,Y,0,Married,House / apartment,1,0,0,0,2.0,23,48,5.0,0,382500.0,Working,5066838,Secondary / secondary special
11137,5066839,F,N,Y,0,Married,House / apartment,1,0,0,0,2.0,1,48,5.0,0,382500.0,Working,5066839,Secondary / secondary special
11138,5066840,M,Y,Y,1,Married,House / apartment,1,0,0,1,3.0,39,44,4.0,0,112500.0,Working,5066840,Secondary / secondary special
11139,5066841,M,Y,Y,1,Married,House / apartment,1,0,0,1,3.0,41,44,4.0,0,112500.0,Working,5066841,Secondary / secondary special
11140,5066842,M,Y,Y,1,Married,House / apartment,1,0,0,1,3.0,39,44,4.0,0,112500.0,Working,5066842,Secondary / secondary special
11141,5066860,F,N,Y,2,Married,House / apartment,1,0,0,0,4.0,37,27,2.0,0,54000.0,Working,5066860,Secondary / secondary special
11142,5066862,F,N,Y,2,Married,House / apartment,1,0,0,0,4.0,14,27,2.0,0,54000.0,Working,5066862,Secondary / secondary special
11143,5066864,F,N,Y,2,Married,House / apartment,1,0,0,0,4.0,9,27,2.0,0,54000.0,Working,5066864,Secondary / secondary special
11144,5066865,F,N,Y,2,Married,House / apartment,1,0,0,0,4.0,13,27,2.0,0,54000.0,Working,5066865,Secondary / secondary special
11145,5066866,F,N,Y,2,Married,House / apartment,1,0,0,0,4.0,14,27,2.0,0,54000.0,Working,5066866,Secondary / secondary special
11146,5066867,M,Y,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,41,38,4.0,0,270000.0,Working,5066867,Secondary / secondary special
11147,5066868,M,Y,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,14,38,4.0,0,270000.0,Working,5066868,Secondary / secondary special
11148,5066869,M,Y,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,17,38,4.0,0,270000.0,Working,5066869,Secondary / secondary special
11149,5066870,M,Y,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,26,38,4.0,0,270000.0,Working,5066870,Secondary / secondary special
11150,5066871,M,Y,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,7,38,4.0,0,270000.0,Working,5066871,Secondary / secondary special
11151,5066872,M,Y,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,0,38,4.0,0,270000.0,Working,5066872,Secondary / secondary special
11152,5066873,M,Y,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,29,38,4.0,0,270000.0,Working,5066873,Secondary / secondary special
11153,5066874,M,Y,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,18,38,4.0,0,270000.0,Working,5066874,Secondary / secondary special
11154,5066875,M,Y,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,2,38,4.0,0,270000.0,Working,5066875,Secondary / secondary special
11155,5066876,M,Y,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,6,38,4.0,0,270000.0,Working,5066876,Secondary / secondary special
11156,5066877,M,Y,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,5,38,4.0,0,270000.0,Working,5066877,Secondary / secondary special
11157,5066878,M,Y,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,4,38,4.0,0,270000.0,Working,5066878,Secondary / secondary special
11158,5066879,M,Y,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,8,38,4.0,0,270000.0,Working,5066879,Secondary / secondary special
11159,5066880,M,Y,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,1,38,4.0,0,270000.0,Working,5066880,Secondary / secondary special
11160,5090126,M,Y,Y,0,Single / not married,House / apartment,1,0,0,0,1.0,26,38,4.0,0,270000.0,Working,5090126,Secondary / secondary special
11161,5066893,M,Y,Y,0,Married,House / apartment,1,0,1,0,2.0,15,57,2.0,0,225000.0,Working,5066893,Incomplete higher
11162,5066898,F,N,Y,0,Married,House / apartment,1,0,0,0,2.0,19,41,22.0,0,180000.0,State servant,5066898,Secondary / secondary special
11163,5066899,F,N,Y,0,Married,House / apartment,1,0,0,0,2.0,7,41,22.0,0,180000.0,State servant,5066899,Secondary / secondary special
11164,5066900,F,N,Y,0,Married,House / apartment,1,0,0,0,2.0,49,41,22.0,0,180000.0,State servant,5066900,Secondary / secondary special
11165,5066901,F,N,Y,0,Married,House / apartment,1,0,0,0,2.0,7,41,22.0,0,180000.0,State servant,5066901,Secondary / secondary special
11166,5066906,F,N,Y,1,Civil marriage,With parents,1,0,0,1,3.0,11,31,3.0,0,180000.0,Commercial associate,5066906,Higher education
11167,5066907,F,N,Y,1,Civil marriage,With parents,1,0,0,1,3.0,7,31,3.0,0,180000.0,Commercial associate,5066907,Higher education
11168,5066908,F,N,Y,1,Civil marriage,With parents,1,0,0,1,3.0,12,31,3.0,0,180000.0,Commercial associate,5066908,Higher education
11169,5066909,M,Y,Y,0,Married,With parents,1,0,0,0,2.0,36,30,4.0,0,180000.0,Working,5066909,Higher education
11170,5066910,M,Y,Y,0,Married,With parents,1,0,0,0,2.0,18,30,4.0,0,180000.0,Working,5066910,Higher education
11171,5066911,M,Y,Y,0,Married,With parents,1,0,0,0,2.0,33,30,4.0,0,180000.0,Working,5066911,Higher education
11172,5066912,M,Y,Y,0,Married,With parents,1,0,0,0,2.0,8,30,4.0,0,180000.0,Working,5066912,Higher education
11173,5066913,M,Y,Y,0,Married,With parents,1,0,0,0,2.0,26,30,4.0,0,180000.0,Working,5066913,Higher education
11174,5066914,M,Y,Y,0,Married,With parents,1,0,0,0,2.0,39,30,4.0,0,180000.0,Working,5066914,Higher education
11175,5066915,M,Y,Y,0,Married,With parents,1,0,0,0,2.0,15,30,4.0,0,180000.0,Working,5066915,Higher education
11176,5066916,M,Y,Y,0,Married,With parents,1,0,0,0,2.0,13,30,4.0,0,180000.0,Working,5066916,Higher education
11177,5066917,M,Y,Y,0,Married,With parents,1,0,0,0,2.0,6,30,4.0,0,180000.0,Working,5066917,Higher education
11178,5066918,M,Y,Y,0,Married,With parents,1,0,0,0,2.0,53,30,4.0,0,180000.0,Working,5066918,Higher education
11179,5066919,M,Y,Y,0,Married,With parents,1,0,0,0,2.0,57,30,4.0,0,180000.0,Working,5066919,Higher education
11180,5066920,M,Y,Y,0,Married,With parents,1,0,0,0,2.0,18,30,4.0,0,180000.0,Working,5066920,Higher education
11181,5066921,M,Y,Y,0,Married,With parents,1,0,0,0,2.0,6,30,4.0,0,180000.0,Working,5066921,Higher education
11182,5066922,M,Y,Y,0,Married,With parents,1,0,0,0,2.0,18,30,4.0,0,180000.0,Working,5066922,Higher education
11183,5066923,M,Y,Y,0,Married,With parents,1,0,0,0,2.0,25,30,4.0,0,180000.0,Working,5066923,Higher education
11184,5066924,M,Y,Y,0,Married,With parents,1,0,0,0,2.0,34,30,4.0,0,180000.0,Working,5066924,Higher education
